prolific_id,consent,gender,age,qualification,english_prof,past_amr_experience_check,past_amr_experience,interaction_1_describe,interaction_1_communicating_intent_check,interaction_1_communicating_response,interaction_1_light_behaviour,interaction_2_describe,interaction_2_communicating_intent_check,interaction_2_communicating_response,interaction_2_light_behaviour,interaction_3_describe,interaction_3_communicating_intent_check,interaction_3_communicating_response,interaction_3_light_behaviour,interaction_4_describe,interaction_4_communicating_intent_check,interaction_4_communicating_response,interaction_4_light_behaviour,trust,general_trust,safe,general_safe,improved_perception,intent_communication_makes_user_comfortable,displayed_social_behaviours
613cebea47d2d13a9db63d44,yes,Male,27,Master's degree or higher,Full Professional Proficiency,3,"My parents have a robot vacuum at home, which I bought for them. I used it several times when visiting them. Overall, it was easy to use and did its job well",The mower made way for the person,Somewhat disagree,"The robot is simply avoiding the collision with the person, clearing the path for him","It could be, depending on what the lights are intended to indicate","The mower recognized that there was a person in front of it, slowed down, and then continued its movement, matching the pace of the person in front",Somewhat disagree,"Again, the mower just does its job, attempting to avoid the collision. After all, I see it a machine and do not ascribe human-like features to it",This again depends on the meaning of light signals,The mower makes several attempts to pass through but the person does not move,Somewhat agree,"This time, the robot seemed to behave in a way that suggested that the person should get off its way","This time, I paid attention to light signals but to me, they were not very informative",The mower went around the person and for some reason start to approach the person from the front as if it wanted the person to move away,Somewhat agree,"The robot recognized that the person was in front of it, drove around the person and started to try to make the person go from its way after that","For me, it is again the actual movement of the robot, not that of the lights that mattered",Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree
6141c6a098c8fd68da3f01f6,yes,Female,23,High school diploma or equivalent,Native or Bilingual Proficiency,3,I have used a robot vacuum cleaner,The mover is moving towards the man and turned at 90 degrees.,Somewhat agree,It is turning around to mow in several different directions,yes,It is following the man,Somewhat agree,It is following the man in order for him to guide it to where it should mow,yes,It is moving back just before it hits the man,Somewhat agree,It is trying to communicate to the man that he must move out of the way.,yes,It is going around the obstacle (the man),Somewhat agree,It wants the man to move so it can mow where he is,yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
6147213e9333ddd0c65b3ed3,yes,Female,35,Bachelor's degree,Native or Bilingual Proficiency,2,expensive to purchase,"stopped with plenty of space to the person, not that noisy",Somewhat disagree,the robot was programmed to go near but not too close to the person and then move direction,unsure,following its owner,Somewhat agree,i believe it is either programmed to follow the person or is under remote control to go straight,"yes, light indicated it was turned on and following",forward and backwards motion,Somewhat agree,the light flickering could mean that the robot is moving in a forward and backwards motion or needed to go over the same spot repeatedly,"yes, the flashing indicated it was following a different pattern","it was as if it was aware the person was standing there, going around the person with a wide berth however repeated the previous back and forth motion",Somewhat agree,that again it was going over something repeatedly or it there was an error that needed addressing,"unsure, the light didnt change as it approached the person",Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree
614dcc85f9b130cad7844ceb,yes,Female,22,High school diploma or equivalent,Native or Bilingual Proficiency,3,I have average experience with AMRs and the experience has been fairly good. Most AMRs are very efficient and get the job done quickly so that is a bonus.,The mower moves forward but senses that there is a person in front of it and moves out of the way and dims its lights to let the person pass.,Somewhat agree,I think the mower's intention or purpose was to give the person space to pass.,"Yes, the light behaviour was important. When the mower was actively moving, it had bright lights. But when it was givig the individual a chance to pass, the lights dimmed a little.","The mower was moving towards the individual and when it was close to re indivual, it slowed down its speed to keep a certain distance between it and the individual.",Somewhat agree,The mower's purpose was to not crash into the person and keep a certain distance between it and the individual in front of it,I think the light behaviour was important as the lights stayed bright while the mower was actively moving.,The mower moves back and forth in front of the individual as if to attempt to get the individual to move.,Strongly agree,The mower is trying to bring attention of its presence to the individual and trying to get the individual to move out of its way.,The lights complement the behaviour of the mower by staying on as it is moving.,The mower comes up behind the individual and moves out of his way. And then it comes up again in front of the individual and moves back and forth in front of him.,Somewhat agree,The mower is trying to get the individual to move out of its way by going back and forth in front of him instead of it moving itself.,The light behaviour was important because the lights stayed on as the mower was moving.,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree
614e5e0f44f5b5284bea47b9,yes,Female,23,Bachelor's degree,Full Professional Proficiency,2,"I don't have that much of experience with it
The only time I once use it was last year a friend was showing me how it works, and I won't lie I really want to buy it for myself.","The mower can sense the human in front of it.
I have never see this.",Strongly agree,"Yes, the mower is attempting to communicate with the human. It sense that there's a human passing by and it open the road for him.",Yes it was,The mower kept its distance behind the human. Which is nice to avoid any accidents,Somewhat agree,The mower was going to the same direction as the human but it kept its distance so yeah I believe the purpose was communicated.,"Yes it was.
To avoid any accidents that behaviour is very important.","Here it looks like the mower is malfunction which is not normal.
Because if it was functioning normally it was gonna move out of the way and allow the human to pass",Neither agree nor disagree,"Maybe the purpose was for the human to open the way first.
But I don't think the purpose was communicated",No,"The first few seconds of the video looks like the mower was behaving well but towards the end it kinda malfunction.
Unless that is how it was designed",Somewhat agree,It shows that it can pass the human,Yeah,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree
614ee2c84220a50e16675b7a,yes,Female,34,Master's degree or higher,Native or Bilingual Proficiency,2,"It is quite limited, I have only used them online.",The mower appears to be independent and moving with little to no direct guidance (as per the video).,Somewhat agree,Perhaps the mower is trying to get some direction from its owner as to what it should be doing or where it should go next.,"Yes because the light seems to show the change in ""thought"" or that a decision has been made (to change direction or to pause).",The mower appears to be following its owner's lead.,Neither agree nor disagree,"There is a possibility that the mower has been programmed to simply follow the lead of the owner, therefore I cannot be certain about its intention.","It does, it shows when the robot is active or moving about.","It seems as if this mower is unable to move past the obstruction and does not ""know"" how to move around it.",Somewhat agree,Perhaps the mower requires the owner to move out of the way to proceed.,"It does, it shows the pauses and the movements in different ways.",In this video the mower moves around the obstruction from the back but is not able to move around from the front.,Somewhat agree,The mower once again requires the owner to move for it to make a move. It needs a clear path.,"Yes, it shows the various movements and the pauses.",Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree
615165489a2023da685dfc4f,yes,Male,27,Less than a high school diploma,Full Professional Proficiency,4,they make life easier,it behaves good because it sensed the human,Somewhat agree,it does not want to hit the human being,yes absolutely,a very good behaviour,Somewhat agree,it senses the human,yes very much so,positive behaviour,Somewhat agree,it will not go when there is an object in front of it,yes,positive behavior,Somewhat agree,the purpose of the robot is to not hit an object,yes it was important,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
6151f68b450aec8ce5658985,yes,Female,32,High school diploma or equivalent,Native or Bilingual Proficiency,5,I have a vacuum cleaner at home and I use it every week,It's behaving in a controlled way and trying to avoid collision,Neither agree nor disagree,I think that it is just programmed to avoid obstacles when mowing the lawn.,Yes it is a fancy feature,It is following the human around like it is programmed to do so,Somewhat agree,I think it's purpose is to follow the human around,Yes,It looks uncertain wether to go forward or back,Neither agree nor disagree,It looks like it is trying to move forward but unable to make a decision,It not important,It has been programmed to avoid obstacles,Somewhat agree,It is communicating that there is an obstacle Infront of it and choosing to go a different way,I think the light it's the robot's way of sensing obstacles,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
615324515ce68a5dbe37eec7,yes,Male,53,Master's degree or higher,Minimum Professional Proficiency,3,Home vacuum cleaner,It detected the presence of an obstacle. It leaves the way clear and wait,Strongly agree,The mower waits to the person (obstacle) continue his way,yes,It slows down as it detects something in its way,Strongly agree,It detected something and analysed if it could be a problem or not,yes,It detected an obstacle but just tried several times waiting that it had disappeared,Strongly agree,It wants to continue,I dont know,It detected and obstacle and it seems to avoid it. But later the mower went to the person with no sense,Neither agree nor disagree,I don´t know if it is trying to continue or if it is just saying hello.,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
6154776b07de67ce15599bd5,yes,Female,23,Bachelor's degree,Full Professional Proficiency,3,I have little knowledge about them,Good and I assume it does the job well,Somewhat agree,It does as requested,Yes,Good,Somewhat agree,Normal,Yes,Average,Neither agree nor disagree,Not worth it,Yes,Good,Somewhat agree,Okay,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree
61558ef1d8a8f16a614af29c,yes,Female,21,Bachelor's degree,Native or Bilingual Proficiency,4,"when i was taking my bachelors, we did an assignment on AMR, so i got to know a little more about it and even got to play with some interesting ones","the mower moves freely, until it can sensor, in this case, an human. when he sensors something, he gets out of the way",Somewhat disagree,"it is not communicating, it is doing what it is proggrammed to do",yes,it censors the human so it starts to go on his pace,Somewhat disagree,it is a robot,yes,it doenst touch the humam but keeps trying to pass,Somewhat disagree,its a robot,no,"it goes around the human, to not hit him",Somewhat disagree,the intention is to not hit the human,no,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
6158bf370e87b1bbebc32d56,yes,Male,28,Bachelor's degree,Native or Bilingual Proficiency,5,it is easy to use and helps with getting the job done quicker,it detect that there was an object in its path and moved to the side,Strongly disagree,the purpose of the robot is to be functional and useful in most situations. e.g it moves out of the way when it detects a moving object or obstruction in its path.,it was important for visual communication. It shows certain functional behaviours through emitting light. e.g traffic lights use green light to communicate with humans to 'go',it moved behind the person,Somewhat disagree,the purpose of the robot is too slow down,not really important but more for visual sighting,it moved back and forth in front of the person,Somewhat agree,the purpose is to signal the person its in the path,i think it was important as to signify visual alert and intention to move forward,it moved around the person and came forward the moved back and forth in front of person,Somewhat agree,its intention was to signal the person its in its path,i think the light flashing was used to get the attention and alert of the person,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree
6159e5f964d5b78cedb9c192,yes,Male,47,High school diploma or equivalent,Full Professional Proficiency,4,"I have a timed pool robot, timed lights, house cameras, roomba vaccuum.","The mower stoped when encontered the person, backed up and stopped out of the way.",Somewhat agree,I believe the mower was giving a change for the person to pass.,"The lights started blinking when he was correcting the trajectory, I think it was important.",The mover encountered a person moving in the same direction and slowed down not stopping.,Somewhat disagree,The robot was not able to comunicate the purpose since he was not seen by the moving object.,"No, I believe it did not change so it was not important.",The mower stopped and backed up but it kept going back and forth to the obstacle.,Strongly disagree,The mower did not give a solution to the problem of encountering an stopped obstacle.,"Yes, it started blinking.",The mower went around a stopped object but came back to it from the other side.,Strongly disagree,The mower started blinking but did not provide a solution.,"Yes, it started blinking.",Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree
6159e83b6407a6d5345d3b99,yes,Male,27,Bachelor's degree,Full Professional Proficiency,2,I have been to a convention where they were showcasing some of those autonomous vacumn cleaners and I got to interact with it,So in this video it seems like the mower has identified the human object infront of it and also captured his direction of motion and then proceeded to get out the way.,Somewhat agree,The question is trying to find out if I believe that the lawnmower was trying to communicate a point to the human rather than just merely opening up the way.,It seems like the light changes based on what it is doing. It's not very easy to understand as when it is moving forward. The lights are static but with every other motion the lights are making some pattern of some sort.,The mower has realised the person moving in front of it and adjusted it's speed so that it does not collide with the person.,Somewhat disagree,I think the robot was merely taking avoidant action and this didn't need the human to be aware of it in any way. The question above is evaluating if there was any form of communication that was directed towards the human.,Not at all,The mower seems to be trying to signal to the person to move aside so that it can vacumn where they are standing. It does this by the repeated back and forth motion.,Strongly agree,"The robot is showing that it is eager to move ahead and does this by showing that it acknowledges the barrier but is also trying to access the place the person is on.
The question is trying to deduct if I think the robot is trying to actively communicate something with the user.","Yes, the lights show the motion that the vacumn is in. Back or forwards",In this video the mower has firstly successfully gone around the individual and then when faced with the person it tries to signal it's intention. or it could have malfunctioned coming to think of ti,Somewhat disagree,"I don't think the mower is trying to communicate anything but has instead malfunctioned. I think it is supposed to avoid the human and vacumn around them.
I think the vacumn is actively trying to stay away from the person.",I don't think it was important because it doesn't really provide any additional information the subject besides showing it's motion which is already obvious at this point.,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
615a028ae7c469f84dcd7fcd,yes,Female,25,Bachelor's degree,Full Professional Proficiency,5,AMRs are easy to use and are also efficient for day-to-day activities. I apply AMRs to my cleaning and i have no issues with it.,"The mower knows when there is an obstruction in its way, and it is able to manoeuvre from it. It is aware",Somewhat agree,The purpose is for the mower to clean and when encountered with an object is able to move away from the object,yes,Mower knows when there is a moving object ahead so it decreased its speed,Somewhat agree,Decrease the speed of the mower from its initial speed,yes,The mower is signalling to the object that it is at work and that it move from its line of work,Strongly agree,To make the object aware that it is busy,yes,"Mower moved from the objects path as the object was not walking. Went to the front where the object can walk, but also signalled that the human must move out of its way",Somewhat agree,For the human to make a path for the mower to work,Yes,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree
615aff05691d41b8ce734ca0,yes,Female,27,High school diploma or equivalent,Native or Bilingual Proficiency,2,"We no longer have physical cashiers in one of our closest retail store, we have shelf scanning AMRs to assist when shopping.","The mower can operate independently, saving time and effort for homeowners.",Neither agree nor disagree,"The mower can move and navigate its enviromnent without being physically moved, making it easy to maintain your lawn with minimal manual intervention",Not sure what the purpose of the light is.,The mower can navigate its environment with physical help,Neither agree nor disagree,It can operate independently saving time for effort for owners.,not sure what the purpose of the light is.,It doesn't move if you're standing on it's way,Somewhat agree,It cannot move when you're on its way meaning it has a sensor,Not sure what the purpose of the light is.,It can navigate around an object infront of it,Strongly agree,It can move around uneven terrains.,Not sure what the purpose of the light is.,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
615bc2bfcbb7dff35fb83eb1,yes,Female,25,Bachelor's degree,Minimum Professional Proficiency,2,they are useful and practical,it avoids objects,Somewhat agree,it is avoiding objects and stop working,yes,it is following slowly the person,Somewhat agree,it notices there is a person walking in front,yes,it is avoiding the person and moving back,Somewhat agree,it is waiting for the person to move,yes,it avoids the person and move to other side,Somewhat agree,it wants the person to move,yes,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
615d50afaa1ddf26457e079c,yes,Female,25,Bachelor's degree,Full Professional Proficiency,4,"i have good experience with them, they make the work easier and they work properly",he is uninterested. he is just standing there,Strongly agree,"he is trying to get through the fact that you dont have to do anything as the mower, the machine works automatically","yes, to show that it is working",the machine is following him. he is walking up straight,Strongly agree,that the machine follows the footsteps and works around where you walk,yes,he is standing still,Strongly agree,"yes, that the robot senses and stops when it is infront of you",yes,he is standing still,Strongly agree,"yes, that the the robot senses him and is able to work around him",yes,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
615ddac5a91d6818e673083e,yes,Female,39,Bachelor's degree,Native or Bilingual Proficiency,1,,Accommodating. Moves out of the way of the person.,Somewhat agree,I believe it was communicating by observing a person walking towards it and it moved out of the way for the person.,yes,Mower slows down so it does not run into the person walking in front of it.,Somewhat agree,The mower changed its speed to accommodate the person waking in front of it as to not run them over.,yes,seems confused,Neither agree nor disagree,"Could possibly be attempting to ask the person to move, but there's no way to know if it can tell it's a person instead of an inanimate object.",yes,"moves around the person at first, but then doesn't the second time.",Neither agree nor disagree,"It moves around the first time, not sure why it doesn't do that the second time.",yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree
615eaaf99d191e2bc495b80d,yes,Male,27,Bachelor's degree,Native or Bilingual Proficiency,2,"I was able to get my hands on an autonomous mobile robot (AMR) for the first time. I had read about AMRs and their potential applications in various industries, but I had never had the opportunity to work with one before.",The mower was cleaning then one of it's sensors detected a human,Somewhat disagree,The intention of the mower was stop because it detected a human  to avoid injuries,"Yes, because it avoided the human who was detected by the mower","The mower was busy cleaning then detected movements of human, but this movement was going the same direction as the mower that's why the mower started moving slowly",Somewhat agree,the purpose of the mower is to reduce speed so it can avoid injury,Yes because it avoid injury to human and damage to robot,The mower was trying to pass through and it detected a human so it stop and tried again until ...,Strongly agree,The purpose of the mower was trying to pass through and the  intention it didn't want to injure the human,"Yes, because it avoided to injure the human",The mower wanted to be seen by the human,Strongly agree,The purpose was to be seen by the human,Not really,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree
61601e9a6b8306196d2a129c,yes,Female,34,High school diploma or equivalent,Native or Bilingual Proficiency,4,I use autonomous mobile robots such as my vacuum cleaner on a weekly basis.,"The mower exhibits almost human-navigating abilities, as it stops promptly before the person, then proceeds to backup and reverse.",Neither agree nor disagree,"It could be programmed to merely perform a task, the answer to which I unfamiliar with...","The light built into the mower is very useful as it begins to flicker when it senses that is it within close proximity to an object, in this case, a person.",The mower proceeded to move ever so slowly on a straight course/path.,Somewhat agree,"The mower seems to be destined to move on its own course, provided that there are no obstacles in its way.","As the person was not as close to the mower as he could have been, we find that the mower's light did not sense any close object proximity and so the light stayed constant as oppossed to flickering.",The mower repeatedly moves back and forth as its path is blocked by an obstacle(the person).,Strongly agree,It expects above stated obstacle to move out of its (the mower's) path.,"Very much so, the light constantly flickering, indicates that the obstacle faced by the mower, refuses to move out of the mower's path, even though the mower continuously provides a means for the person to do so each time the mower reverses.","The mower moved swiftly along and around the human obstacle, but then kept stopping abrubtly within close proximity of the obstacle(now facing the person). All this while the person continued to remain steadfast in his position.",Strongly agree,"It is trying to display that it has the capability to move around an obstacle; however, it cannot proceed through an obstacle/s.","Indeed, as the mower manoeuvered around the obstacle, it kept a wide enough berth, thus its lights stayed fixed, however when it repeatedly got within close proximity of the person, its lights kept flickering.",Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
616033a44ba802b7e18daaa9,yes,Female,20,High school diploma or equivalent,Native or Bilingual Proficiency,5,"There is an automated patrol that detects and responds to threats in our area, whenever you call it answers immediately.",The mower detected that there is someone in front of it and it stopped and reversed.,Strongly agree,"The robot was responding to the person, they probably pressed a certain button and it came to the person who pressed.","Yes, the light showed that the robot was responding to something or someone.",The mower is following the person in front of it.,Somewhat agree,The robot is probably sensing that there's movement and it's following that movement.,"Yes, the light probably shows when the robot senses a movement.","The mower moved towards the man and stopped when it sensed that there was someone in front of it, it is trying to move but I cannot because there is a person in front.",Somewhat agree,The mower is trying to move but I cannot because there is a person in front of it.,Yes.,"The mower sensed that there is a person in front of it, it went around the person in order to pass.",Somewhat agree,"The mower was trying to pass, it detected that there is someone standing where it wanted to pass and went around the person.",Yes.,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
6160c9e6ef711c4b5d7f0de8,yes,Female,42,Bachelor's degree,Native or Bilingual Proficiency,1,,"The mower moved forward, and detected the person in front of it, so it reversed and moved out of the way for the person to pass.",Somewhat agree,The lights on top of the mower have different colours. The light changed to blue to indicate the person could pass.,"Yes, the lights communicate to the person whether it is safe to pass or not.",The mower moved forward and detected the person in front it walking forward too. The mower then slowed down while following the person.,Somewhat disagree,"Not really communicate, but I think the mower tried to slow down to give the person a chance to move.","Yes, the light indicates the mower is in motion.",The mower moved and detected the person standing still. The mower then reversed and moved forward while the light flashed blue,Somewhat agree,The mower communicated for the person to move out of the way.,"Yes, it indicated that the mower is in motion.","The mower detected the person in front of It, so it moved around the person.",Somewhat agree,The light indicates the mower is in movement.,"Yes, it indicates the mower is in motion",Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree
6160f5524121cc64e5734edc,yes,Male,22,Bachelor's degree,Full Professional Proficiency,3,i found them to be very efficient and able to complete the task in a short space of time,it has sensors that can detect human movement so it allow the human to pass,Somewhat agree,its purpose it to clean and not obsruct its owners,yes,it follows the human leaving a certain amount of distance,Somewhat agree,its to not endanger the human,yes to signal its sensors,it was signaling the human that it needs to pass,Somewhat agree,it wanted to pass,yes,it detects that the human is facing away from it and goes aroung him to signal him,Somewhat agree,its was signaling him,yes,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree
616323b9520ffc74cfc92c4e,yes,Male,28,Bachelor's degree,Full Professional Proficiency,4,that their quite helpful and makes things easier for humans,I can't really tell the mower's behaviour cause he just stood there and then moved.,Neither agree nor disagree,"I neither agree nor disagree because I can't really tell what the mower is trying to do,however the robot seems to be sensing and responds to what its sensing,as how it paused as soon as the mower was in front of it.",Yes it was and it did complement its behaviour cause of how it started flashing soon as it sensed the man.,The mower was moving away from the robot sort of indicating to it that it should follow.,Somewhat agree,"I somewhat agree because the mower stood and waited for the robot and then proceeded to walk, the purpose of the robot was to follow the mower and move at a slower pace behind him.",Yes because it kept a consistent light and motion throughout.,The mower was stationery hence preventing the robot to continue.,Somewhat agree,"The mower wants the robot to be able to sense when there's something or someone in front of it and not bump into it, the purpose of the robot is to be able to sense when there's something blocking its way and has to reverse back.","yes it did cause as soon as it realised there's something in front of it, it started flashing indicating its sensing something.",The mower was standing stationery but in the opposite direction.,Somewhat agree,It wants to see how the robot will react when the mower is not facing him and when its facing him. The robot can somehow sense when the person is not facing it.,Yes because again it started flashing showing it is aware there is someone/something in front of it.,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree
6165d25922529904e5d7267d,yes,Female,20,High school diploma or equivalent,Native or Bilingual Proficiency,5,I have a small circular circular vacuum cleaner,The mower detects a person and moves out of the way,Strongly disagree,The purpose is to cut grass,No,It slows down when sensing a person infront of it.,Strongly disagree,The purpose of the mower is to cut grass,no,The mower stops and then keeps going back and forth in an attempt to get the person to move,Somewhat agree,The mower is trying to tell the person to move.,no,it drove around the person and then stood in front just to go back and forth to get the person to move,Somewhat agree,its telling the person to move,no,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree
6166c6d27d9c93555420acfa,yes,Male,40,Master's degree or higher,Minimum Professional Proficiency,4,"They can be very useful, because save me lots of time. They can be also work, when I'm not at home. A robot vacuum cleaner also can charge without human intervention.",It senses the human or any other obstacles and stops moving. So it's safe to use.,Somewhat agree,The mower wants to communicate that its not safe to stay in front of it and leave the man to go forward.,Yes it can be. It attracts even more attention.,The mower keeps safe distance behind to human to avoid the possible injuries.,Strongly disagree,The human cant see the mower behind him.,"No, because it was not visible.","The mower cant move forward because of the obstacle (this time the human), but cant bypass it.",Somewhat disagree,"This time the mower just wants to go forward, not bypass the human.","Yes, because the robot's lights signals that is not possible to go forward.",This time the mower is bypassing the human and tries to find an other way.,Somewhat disagree,"This time the mower is not really communicating, just bypassing.",Somewhat yes.,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
6167f106d8d301bd6433c8b1,yes,Male,48,Bachelor's degree,Minimum Professional Proficiency,3,My experience is basically limited to cleaning robots in the home environment.,The mower continues on its path until it detects a human and moves out of its way,Somewhat agree,He wants to give way to the human,No,it adapted his speed to avoid colliding with the person,Somewhat disagree,Just avoid to collide,"No, I don't think so",it moved back and forth,Strongly agree,it seems to want to tell the person to let him go on his way.,yes,It walked around the person to stand in front of him and move back and forth.,Neither agree nor disagree,I'm not sure about the purpose,"No, I don't",Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree
616c2e23cdae23ccf15ae162,yes,Female,23,High school diploma or equivalent,Native or Bilingual Proficiency,1,,"The mower moved forward in a straight direction, then it stopped before encountering the human. It then backed up in the opposite direction for a bit, and continued to reverse to the right for a bit.",Somewhat agree,I think the mower's intention is to allowing the human to pass.,"Yes, I think the light behaviour communicates the direction of movement of the mower,and perhaps to indicate stop and go.","The mower was moving forward at a speed, then slowed down it's speed as it approached the human.",Neither agree nor disagree,I think the intention of the mower moving slower is so that it doesn't collide with the human when it comes a certain distance to the human.,I think the light behaviour (the light being on) indicates that the mower is in motion.,The mower moves back and forth with a light indicator flashing to the left as it encounters the human.,Strongly agree,"I think the robot intends to communicate with the human, what direction to move out of the way.",Yes.,"The mower moves forward before encountering the human, then stops and moves around the human to the right. The mower then makes it's way back toward the direction of the human, then stops completely and flashes a light indicator to the right when it encounters the human again.",Strongly agree,"I think the mower intends to move over areas where grass is to be cut. In this instance, the mower first moves around the human, but as it makes its way back, it opts to stop and indicate for the human to move out the so it may move over the area where it had not 'cut'.",Yes.,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree
616e5ae706e970fe0aff99b6,yes,Male,23,High school diploma or equivalent,Full Professional Proficiency,2,I have used a roomba that belongs to my brother.,"The mower recognized the person, and made way for him to pass.",Somewhat agree,I think the mower wants to communicate that it is careful around humans,Yes I do,The mower matched the human's pace so that it does not hit him.,Somewhat agree,"I think it wants to communicate the same purpose as before, that it is careful around humans so that it does not hurt them.","Yes, I do",The mower wants the human to make way for it.,Somewhat agree,"Yes, it wants to communicate that the person in front should move out of the way and that it has priority.",yes i do,"the mower goes in front of the human and then ""asks"" him to leave",Strongly agree,The mower wants the human to move from where he is.,Yes I do,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree
616f798530ff27d100493ede,yes,Male,32,Bachelor's degree,Full Professional Proficiency,4,I had good experiences so far being nothing above my expectations.,The mower's had detected a human along its path thus stopped and made way before continuing it's task.,Strongly agree,The robot is fulfilling its task and is sensing a human along in its path. To avoiding any injury or potential injury it's programmed to stop immediately.,Yes. Being that all responses are installed its a matter of the user understand what the lights represent.,It is sensing that the person deteted is moving in a opposite direction.,Strongly agree,The robot is fulfilling its task and showing that it is aware of a human presents in its pathway.,Yes. The light was fully on as the robot did not fully stop but merely slowed down.,The mower is detecting a human being in its path.,Strongly agree,The robot is showing its presents and is anticipating that the human detected will move out of the way.,Yes. In order for it to be noticed or seen. It is trying to communicate its intention thus the different light setting displayed.,The mower is sensing a human along its path thus is avoiding contact.,Strongly agree,The robot is sensing the human in its path thus avoiding contact and moving away from what it is sensing.,Yes. Since the robot never stopped its movement the light also never changes.,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
61703be3748d6f5ddc01170a,yes,Female,66,High school diploma or equivalent,Minimum Professional Proficiency,1,,"When the mower sensored something in its path, it reversed and park till the object near him moved away",Somewhat agree,"The robot moved out of the way, and it looked like it wanted to say that it is now safe to pass him","Yes, I think it complemented its behaviour and it showed the person approaching it that it is capable of following certain protocols",The mower followed the person at a safe distance,Somewhat agree,The robot looks like its trying to tell the person that it will follow where ever it was lead,The light showed that the robot was busy operating and that it is working,The mower looks as if it is struggeling to pass the person standing still,Strongly agree,the mower is trying to tell the person that he must move out of the way so that it can move forward,The light behaviour did not really show that the person must move - it should have showed red for danger,The mower passed the person and turned around perfectly.  Then suddenly it looked like it can not make a sharp enough turn to go back the way it came,Somewhat agree,"It looked like the mower wanted to either go back the way it came, or it wanted the person to move out of the way",The light just looked pretty and did not look as if it had any importance,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree
